NAME,median_household_income,median_property_value,population_below_poverty,total_population,poverty_universe,per_capita_income,median_gross_rent,unemployed,labor_force,bachelors_degree,education_universe,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_bachelors
Census Tract 8290; Cook County; Illinois,-666666666,-666666666,466,811,811,12266,515,128,328,36,492,17,031,829000,17031829000,0.5745992601726264,0.3902439024390244,0.07317073170731707
Census Tract 8291; Cook County; Illinois,33958,93200,942,3151,3151,22973,960,117,1459,95,2245,17,031,829100,17031829100,0.29895271342430974,0.08019191226867718,0.042316258351893093
Census Tract 8292; Cook County; Illinois,54787,157500,1857,5709,5684,29084,1213,178,2370,530,3370,17,031,829200,17031829200,0.32670654468684024,0.0751054852320675,0.1572700296735905
Census Tract 8293.01; Cook County; Illinois,98777,213700,317,3932,3885,40550,892,293,1884,544,2460,17,031,829301,17031829301,0.08159588159588159,0.15552016985138004,0.22113821138211381
Census Tract 8293.02; Cook County; Illinois,51363,136800,980,3110,2898,22379,1204,236,1465,81,1799,17,031,829302,17031829302,0.33816425120772947,0.16109215017064846,0.04502501389660923
Census Tract 8294.01; Cook County; Illinois,57386,116700,115,983,971,19763,797,175,525,63,529,17,031,829401,17031829401,0.1184346035015448,0.3333333333333333,0.11909262759924386
Census Tract 8294.02; Cook County; Illinois,57560,32400,501,3031,3031,30627,916,258,1815,445,2275,17,031,829402,17031829402,0.1652919828439459,0.14214876033057852,0.1956043956043956
Census Tract 8295; Cook County; Illinois,58691,149300,1180,3907,3863,27935,1196,159,2033,240,2621,17,031,829500,17031829500,0.3054620761066529,0.07820954254795869,0.09156810377718429
Census Tract 8296; Cook County; Illinois,68472,137200,432,2884,2873,24860,1189,84,1192,255,2037,17,031,829600,17031829600,0.15036547163243996,0.07046979865771812,0.1251840942562592
Census Tract 8297; Cook County; Illinois,60680,200100,440,2778,2778,33624,1056,173,1210,405,2049,17,031,829700,17031829700,0.1583873290136789,0.14297520661157026,0.19765739385065886
Census Tract 8298; Cook County; Illinois,135365,279200,191,6072,6050,62361,2078,172,3441,1388,4566,17,031,829800,17031829800,0.0315702479338843,0.04998546934030805,0.30398598335523436
Census Tract 8299.02; Cook County; Illinois,101875,267500,542,7535,7535,54617,1261,610,3991,1643,4959,17,031,829902,17031829902,0.07193098871930989,0.15284389877223753,0.33131679774148015
Census Tract 8299.03; Cook County; Illinois,72750,175400,403,3571,3571,32051,1814,138,1928,541,2442,17,031,829903,17031829903,0.112853542425091,0.07157676348547717,0.22153972153972154
Census Tract 8299.04; Cook County; Illinois,80673,256700,143,4539,4539,47712,2609,253,2143,656,3547,17,031,829904,17031829904,0.03150473672615114,0.11805879608026132,0.18494502396391316
Census Tract 8300.01; Cook County; Illinois,46071,56100,498,2349,2349,30675,984,65,1004,104,1882,17,031,830001,17031830001,0.2120051085568327,0.0647410358565737,0.05526036131774708
Census Tract 8300.03; Cook County; Illinois,112361,277800,608,7804,7804,47373,1404,187,4023,1365,5501,17,031,830003,17031830003,0.07790876473603281,0.046482724335073326,0.24813670241774222
Census Tract 8300.04; Cook County; Illinois,111906,294800,650,6514,6381,50838,2404,608,3699,1023,4590,17,031,830004,17031830004,0.10186491145588465,0.16436874831035414,0.22287581699346407
Census Tract 8300.05; Cook County; Illinois,105731,325300,527,3542,3524,60857,3501,59,1648,690,2697,17,031,830005,17031830005,0.14954597048808171,0.035800970873786406,0.25583982202447164
Census Tract 8300.06; Cook County; Illinois,67417,170800,407,2399,2399,40615,503,158,1207,240,2081,17,031,830006,17031830006,0.16965402250937892,0.1309030654515327,0.11532916866890917
Census Tract 8300.07; Cook County; Illinois,56042,189900,453,4872,4726,33673,1310,217,2564,340,3461,17,031,830007,17031830007,0.09585272958104105,0.08463338533541341,0.09823750361167292
Census Tract 8300.08; Cook County; Illinois,116362,246500,224,4370,4370,48076,2705,151,2345,781,2946,17,031,830008,17031830008,0.05125858123569794,0.06439232409381664,0.2651052274270197
Census Tract 8301; Cook County; Illinois,103527,158900,268,2812,2812,39398,2194,68,1338,424,1995,17,031,830100,17031830100,0.0953058321479374,0.05082212257100149,0.21253132832080202
Census Tract 8302.01; Cook County; Illinois,53671,174900,564,5266,5266,31669,1307,560,2737,484,4058,17,031,830201,17031830201,0.10710216483099126,0.20460358056265984,0.1192705766387383
Census Tract 8302.02; Cook County; Illinois,91886,129900,908,3462,3377,29016,1703,112,1476,450,2372,17,031,830202,17031830202,0.2688777021024578,0.07588075880758807,0.1897133220910624
Census Tract 8303; Cook County; Illinois,42500,-666666666,1000,5238,5230,28096,1333,123,2406,448,3279,17,031,830300,17031830300,0.19120458891013384,0.05112219451371571,0.13662702043305885
Census Tract 8304; Cook County; Illinois,65878,117300,452,4003,3996,30799,1647,228,1968,408,2819,17,031,830400,17031830400,0.11311311311311312,0.11585365853658537,0.14473217452997517
Census Tract 8305; Cook County; Illinois,78347,200200,351,4071,4071,24195,1066,217,1921,300,2477,17,031,830500,17031830500,0.08621960206337509,0.11296199895887558,0.12111425111021397
Census Tract 8306; Cook County; Illinois,65599,266200,755,4665,4659,36182,1330,398,3170,983,3574,17,031,830600,17031830600,0.1620519424769264,0.12555205047318613,0.27504196978175716
Census Tract 8307; Cook County; Illinois,72050,351200,958,4285,4248,56276,1350,231,3004,1425,3369,17,031,830700,17031830700,0.22551789077212805,0.07689747003994674,0.42297417631344614
Census Tract 8308; Cook County; Illinois,76768,388100,146,2603,2603,72955,1466,58,2107,926,2254,17,031,830800,17031830800,0.05608912792931233,0.027527289985761746,0.4108251996450754
Census Tract 8309; Cook County; Illinois,150288,577200,286,3359,3353,90281,2446,183,2179,924,2509,17,031,830900,17031830900,0.08529674917983895,0.08398347865993575,0.36827421283379835
Census Tract 8310; Cook County; Illinois,209904,961200,113,2431,2431,142484,2435,96,1736,945,1956,17,031,831000,17031831000,0.04648292883587001,0.055299539170506916,0.4831288343558282
Census Tract 8311; Cook County; Illinois,104399,471400,549,6760,6742,51776,1662,105,4217,1880,5005,17,031,831100,17031831100,0.08142984277662414,0.024899217453165756,0.3756243756243756
Census Tract 8312; Cook County; Illinois,63628,326400,539,4597,4597,26903,1329,194,2476,225,3097,17,031,831200,17031831200,0.11725038068305417,0.07835218093699516,0.07265095253471102
Census Tract 8313; Cook County; Illinois,50134,343200,402,1310,1310,17864,1261,9,431,25,885,17,031,831300,17031831300,0.3068702290076336,0.02088167053364269,0.02824858757062147
Census Tract 8314; Cook County; Illinois,-666666666,214100,753,2767,2544,24760,952,89,972,311,2047,17,031,831400,17031831400,0.2959905660377358,0.09156378600823045,0.1519296531509526
Census Tract 8315; Cook County; Illinois,87727,261000,399,3778,3778,36678,1589,95,2011,445,2625,17,031,831500,17031831500,0.10561143462149285,0.04724017901541522,0.16952380952380952
Census Tract 8316; Cook County; Illinois,61781,308700,1060,7240,7205,27820,1214,282,3428,736,5004,17,031,831600,17031831600,0.14712005551700208,0.0822637106184364,0.14708233413269384
Census Tract 8317; Cook County; Illinois,58875,432300,315,2270,2270,50362,887,11,1247,427,1635,17,031,831700,17031831700,0.13876651982378854,0.008821170809943865,0.26116207951070336
Census Tract 8318; Cook County; Illinois,87470,339300,1266,6600,6411,40914,1495,137,3285,1080,4199,17,031,831800,17031831800,0.19747309312119793,0.04170471841704718,0.25720409621338414
Census Tract 8319; Cook County; Illinois,132877,513400,307,2991,2991,89090,2317,56,2251,1139,2392,17,031,831900,17031831900,0.10264125710464728,0.024877832074633496,0.4761705685618729
Census Tract 8320; Cook County; Illinois,155000,568200,69,1874,1874,99797,2326,35,1632,853,1529,17,031,832000,17031832000,0.0368196371398079,0.02144607843137255,0.5578809679529104
Census Tract 8321; Cook County; Illinois,96083,391200,513,3957,3957,55656,1810,143,2763,910,2615,17,031,832100,17031832100,0.12964366944655042,0.05175533840028954,0.3479923518164436
Census Tract 8322; Cook County; Illinois,151894,832200,285,3206,3205,111942,1939,62,2510,1384,2482,17,031,832200,17031832200,0.08892355694227769,0.024701195219123506,0.5576148267526189
Census Tract 8323; Cook County; Illinois,110855,731400,174,2316,2316,107547,2067,57,1875,910,1861,17,031,832300,17031832300,0.07512953367875648,0.0304,0.48898441698011824
Census Tract 8324; Cook County; Illinois,137883,548200,129,3487,3460,83437,2115,120,2616,1426,2852,17,031,832400,17031832400,0.037283236994219655,0.045871559633027525,0.5
Census Tract 8325; Cook County; Illinois,153839,865900,330,3439,3371,96916,1898,138,2100,1017,2260,17,031,832500,17031832500,0.09789380005932957,0.06571428571428571,0.45
Census Tract 8326; Cook County; Illinois,220875,744800,72,4150,4150,139824,2651,126,2678,1300,2960,17,031,832600,17031832600,0.017349397590361446,0.04705003734129948,0.4391891891891892
Census Tract 8329; Cook County; Illinois,83149,540200,561,2162,2162,50195,1955,59,1374,565,1397,17,031,832900,17031832900,0.25948196114708605,0.04294032023289665,0.4044380816034359
Census Tract 8330; Cook County; Illinois,192016,835200,344,6109,6109,136610,3019,233,4868,2551,5195,17,031,833000,17031833000,0.056310361761335734,0.04786359901396878,0.4910490856592878
Census Tract 8331; Cook County; Illinois,164825,532500,676,9022,8981,141574,2626,116,7251,3765,7652,17,031,833100,17031833100,0.07527001447500278,0.01599779340780582,0.49202822791427075
Census Tract 8333; Cook County; Illinois,91500,544400,663,2861,2845,65424,2249,195,1875,605,1636,17,031,833300,17031833300,0.23304042179261863,0.104,0.3698044009779951
Census Tract 8339; Cook County; Illinois,35583,194600,1530,2716,2691,13486,1122,162,925,67,1309,17,031,833900,17031833900,0.568561872909699,0.17513513513513512,0.05118411000763942
Census Tract 8340; Cook County; Illinois,29728,127900,895,3029,3029,19372,1281,415,1297,181,1815,17,031,834000,17031834000,0.2954770551337075,0.3199691595990748,0.09972451790633609
Census Tract 8342; Cook County; Illinois,60966,201800,755,4687,4687,30272,1164,218,2288,262,3863,17,031,834200,17031834200,0.16108384894388736,0.09527972027972027,0.06782293554232462
Census Tract 8343; Cook County; Illinois,68527,237300,457,6103,6103,38425,993,408,3438,1144,4344,17,031,834300,17031834300,0.07488120596427986,0.11867364746945899,0.26335174953959484
Census Tract 8344; Cook County; Illinois,37279,332900,689,3733,3733,43885,1361,172,1921,606,2625,17,031,834400,17031834400,0.18457005089740156,0.08953669963560645,0.23085714285714284
Census Tract 8345; Cook County; Illinois,-666666666,218300,678,1616,1616,22313,1317,154,914,47,1006,17,031,834500,17031834500,0.41955445544554454,0.16849015317286653,0.04671968190854871
Census Tract 8346; Cook County; Illinois,26587,263600,775,2299,2299,24610,843,215,960,139,1640,17,031,834600,17031834600,0.33710308829926056,0.22395833333333334,0.08475609756097562
Census Tract 8347; Cook County; Illinois,40952,204500,571,1580,1580,21705,1141,158,713,108,1208,17,031,834700,17031834700,0.3613924050632911,0.22159887798036465,0.08940397350993377
Census Tract 8348; Cook County; Illinois,24207,-666666666,575,1780,1610,17353,540,279,666,82,1138,17,031,834800,17031834800,0.35714285714285715,0.4189189189189189,0.07205623901581722
Census Tract 8349; Cook County; Illinois,16250,118900,351,1010,1010,19750,633,138,310,22,826,17,031,834900,17031834900,0.3475247524752475,0.44516129032258067,0.026634382566585957
Census Tract 8350; Cook County; Illinois,56279,159800,667,5468,5468,34482,1070,291,2471,352,3334,17,031,835000,17031835000,0.1219824433065106,0.11776608660461352,0.10557888422315537
Census Tract 8351; Cook County; Illinois,59174,174400,1053,4617,4574,24606,936,216,1880,229,2890,17,031,835100,17031835100,0.23021425448185395,0.1148936170212766,0.07923875432525952
Census Tract 8352; Cook County; Illinois,72931,267800,188,2057,2057,30401,1200,41,1169,230,1489,17,031,835200,17031835200,0.09139523578026251,0.03507271171941831,0.1544660846205507
Census Tract 8355; Cook County; Illinois,22639,181700,809,1545,1545,16382,554,131,647,93,1069,17,031,835500,17031835500,0.5236245954692557,0.20247295208655333,0.08699719363891488
Census Tract 8356; Cook County; Illinois,14184,-666666666,481,725,725,15835,1283,68,251,24,522,17,031,835600,17031835600,0.663448275862069,0.27091633466135456,0.04597701149425287
Census Tract 8358; Cook County; Illinois,65536,268500,436,2031,2031,38309,1718,218,1314,421,1425,17,031,835800,17031835800,0.21467257508616444,0.1659056316590563,0.29543859649122806
Census Tract 8360; Cook County; Illinois,88000,313700,568,2695,2695,53473,1196,157,1293,365,1629,17,031,836000,17031836000,0.21076066790352505,0.1214230471771075,0.22406384284837325
Census Tract 8361; Cook County; Illinois,24141,331500,760,2110,2034,23735,1164,222,1092,264,1361,17,031,836100,17031836100,0.37364798426745327,0.2032967032967033,0.19397501836884642
Census Tract 8362; Cook County; Illinois,158889,342600,29,2281,373,16857,-666666666,72,690,42,275,17,031,836200,17031836200,0.0777479892761394,0.10434782608695652,0.15272727272727274
Census Tract 8363; Cook County; Illinois,52917,392200,495,1849,1848,41671,1563,169,1151,347,1181,17,031,836300,17031836300,0.26785714285714285,0.14682884448305822,0.2938187976291279
Census Tract 8364; Cook County; Illinois,25867,431300,983,3357,3357,53321,794,147,1580,613,2573,17,031,836400,17031836400,0.2928209711051534,0.0930379746835443,0.23824329576369996
Census Tract 8365; Cook County; Illinois,53750,557800,629,1680,1680,30288,974,25,683,147,1048,17,031,836500,17031836500,0.3744047619047619,0.036603221083455345,0.14026717557251908
Census Tract 8366; Cook County; Illinois,76250,231100,347,2906,2900,41814,1611,97,1739,354,2214,17,031,836600,17031836600,0.1196551724137931,0.05577918343875791,0.15989159891598917
Census Tract 8367; Cook County; Illinois,78081,286700,918,3150,3142,24011,1453,217,1557,102,1767,17,031,836700,17031836700,0.2921705919796308,0.13937058445728967,0.057724957555178265
Census Tract 8368; Cook County; Illinois,30914,292600,1171,2867,2867,19592,1138,208,1425,148,1763,17,031,836800,17031836800,0.4084408789675619,0.14596491228070174,0.08394781622234827
Census Tract 8369; Cook County; Illinois,-666666666,251100,1625,2181,2181,18010,1136,73,649,271,1136,17,031,836900,17031836900,0.7450710683172856,0.11248073959938366,0.238556338028169
Census Tract 8370; Cook County; Illinois,36607,288200,444,2318,2318,24959,1346,278,1162,290,1522,17,031,837000,17031837000,0.1915444348576359,0.23924268502581755,0.19053876478318002
Census Tract 8371; Cook County; Illinois,49667,285800,383,1584,1584,34678,1149,183,894,305,1092,17,031,837100,17031837100,0.24179292929292928,0.20469798657718122,0.2793040293040293
Census Tract 8373; Cook County; Illinois,27431,213100,822,2164,1969,23891,1295,115,1091,91,1713,17,031,837300,17031837300,0.4174707973590655,0.10540788267644363,0.05312317571511967
Census Tract 8374; Cook County; Illinois,41279,340500,906,1956,1946,35238,1191,274,890,199,1225,17,031,837400,17031837400,0.46557040082219936,0.30786516853932583,0.16244897959183674
Census Tract 8378; Cook County; Illinois,33159,401300,807,2467,2433,35647,1344,200,1407,457,1869,17,031,837800,17031837800,0.3316892725030826,0.14214641080312723,0.24451578384162653
Census Tract 8380; Cook County; Illinois,-666666666,379500,1307,3069,3069,29188,438,381,1357,366,2013,17,031,838000,17031838000,0.4258716194200065,0.28076639646278556,0.18181818181818182
Census Tract 8381; Cook County; Illinois,49458,338600,448,1873,1870,75716,2351,105,1235,375,1642,17,031,838100,17031838100,0.23957219251336898,0.08502024291497975,0.22838002436053592
Census Tract 8382; Cook County; Illinois,83911,601400,146,1606,1020,52077,1617,70,809,226,922,17,031,838200,17031838200,0.14313725490196078,0.0865265760197775,0.24511930585683298
Census Tract 8383; Cook County; Illinois,114020,815500,384,3014,2985,103799,2349,105,2293,1337,2561,17,031,838300,17031838300,0.12864321608040202,0.045791539467945924,0.5220616946505271
Census Tract 8386; Cook County; Illinois,20725,285100,622,1642,1473,27656,1042,100,557,45,981,17,031,838600,17031838600,0.4222674813306178,0.17953321364452424,0.045871559633027525
Census Tract 8387; Cook County; Illinois,34742,228200,1977,4136,4136,16194,989,202,1425,169,2679,17,031,838700,17031838700,0.4779980657640232,0.14175438596491227,0.06308324001493094
Census Tract 8388; Cook County; Illinois,21576,155500,1069,2396,2396,16148,584,222,994,104,1654,17,031,838800,17031838800,0.4461602671118531,0.22334004024144868,0.06287787182587666
