NAME,median_household_income,per_capita_income,population_below_poverty,poverty_universe,median_property_value,median_gross_rent,unemployed,labor_force,total_population,pop_white_alone,pop_black_alone,pop_aian_alone,pop_asian_alone,pop_nhpi_alone,pop_other_alone,pop_two_or_more_races,pop_hispanic_latino,education_universe,edu_high_school_diploma,edu_ged,edu_some_college_lt1yr,edu_some_college_gt1yr,edu_associates,edu_bachelors,edu_masters,edu_professional,edu_doctorate,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_white,pct_black,pct_asian,pct_hispanic,pct_bachelors_plus,pct_no_hs
Census Tract 1908; Cook County; Illinois,52880,23876,724,5933,355900,1082,124,2664,6018,1978,375,319,100,0,2258,988,4983,4140,1137,177,256,337,339,586,75,12,7,17,031,190800,17031190800,0.12202932749030844,0.046546546546546545,0.3286806247922898,0.06231306081754736,0.01661681621801263,0.8280159521435693,0.1642512077294686,0.29323671497584536
Census Tract 1909; Cook County; Illinois,77778,25934,144,1818,351100,968,17,719,1818,716,101,6,176,0,405,414,1281,1219,278,14,44,105,83,331,80,16,11,17,031,190900,17031190900,0.07920792079207921,0.02364394993045897,0.39383938393839385,0.05555555555555555,0.0968096809680968,0.7046204620462047,0.35931091058244463,0.21082854799015582
Census Tract 1910; Cook County; Illinois,58182,21793,268,2307,299000,1153,78,1034,2315,418,9,98,19,0,1177,594,2196,1515,587,38,58,109,59,116,22,0,7,17,031,191000,17031191000,0.11616818378846988,0.07543520309477757,0.18056155507559396,0.0038876889848812094,0.008207343412526998,0.9485961123110151,0.09570957095709572,0.34257425742574255
Census Tract 1911; Cook County; Illinois,51958,22053,2030,6256,325800,1283,149,2744,6279,1203,175,0,163,0,2743,1995,5310,4033,992,30,33,723,281,454,69,19,0,17,031,191100,17031191100,0.32448849104859334,0.054300291545189505,0.1915910176779742,0.027870680044593088,0.025959547698678132,0.8456760630673674,0.1343912720059509,0.3550706669972725
Census Tract 1912; Cook County; Illinois,51449,18383,1278,3802,259500,1411,46,1264,3836,219,68,62,1,0,2409,1077,3600,2126,642,86,137,196,7,167,1,19,0,17,031,191200,17031191200,0.3361388742766965,0.03639240506329114,0.05709071949947862,0.017726798748696558,0.00026068821689259646,0.9384775808133472,0.08795860771401694,0.40968955785512695
Census Tract 1913.01; Cook County; Illinois,69783,27055,401,4856,297600,1385,40,2500,4856,712,323,38,365,0,2229,1189,3855,3102,981,169,356,331,253,151,1,0,0,17,031,191301,17031191301,0.08257825370675453,0.016,0.14662273476112025,0.0665156507413509,0.07516474464579902,0.7938632619439868,0.049000644745325596,0.27724049000644746
Census Tract 1913.02; Cook County; Illinois,62146,21971,417,4227,278900,1578,173,2060,4227,773,81,178,84,0,1885,1226,3942,2557,682,137,74,69,186,172,39,8,0,17,031,191302,17031191302,0.09865152590489709,0.08398058252427185,0.18287201324816654,0.0191625266146203,0.0198722498225692,0.9325762952448545,0.08564724286272976,0.46538912788423936
Census Tract 2001; Cook County; Illinois,81131,33425,588,3932,325100,1267,163,2288,4004,1001,103,13,183,0,1970,734,3054,2599,527,81,74,244,205,520,160,68,25,17,031,200100,17031200100,0.14954221770091555,0.07124125874125874,0.25,0.025724275724275724,0.045704295704295704,0.7627372627372627,0.29742208541746823,0.26741054251635243
Census Tract 2002; Cook County; Illinois,69335,29628,605,4601,328900,1275,110,2631,4601,990,108,48,110,0,1736,1609,3955,3211,951,94,273,343,56,441,126,35,24,17,031,200200,17031200200,0.13149315366224734,0.04180919802356518,0.21517061508367746,0.02347315800912845,0.023907846120408607,0.8595957400565094,0.19495484272812208,0.2703207723450638
Census Tract 2003; Cook County; Illinois,48977,25030,557,1858,317600,1653,71,924,1858,414,109,0,0,0,683,652,1522,1341,395,48,61,68,115,315,89,0,22,17,031,200300,17031200300,0.2997847147470398,0.07683982683982683,0.22282023681377824,0.05866523143164693,0.0,0.8191603875134553,0.31767337807606266,0.17002237136465326
Census Tract 2004.01; Cook County; Illinois,69046,29144,455,3108,325700,1155,86,1601,3138,322,243,354,0,0,1283,936,2786,1902,511,92,115,190,144,304,28,0,0,17,031,200401,17031200401,0.1463963963963964,0.05371642723297939,0.10261312938177183,0.07743785850860421,0.0,0.8878266411727215,0.17455310199789695,0.27234490010515244
Census Tract 2004.02; Cook County; Illinois,80784,28870,282,4378,295100,1342,20,2478,4378,908,80,28,0,0,1461,1901,3701,2766,980,40,185,78,148,622,67,40,0,17,031,200402,17031200402,0.06441297396071266,0.008071025020177562,0.20740063956144358,0.01827318410232983,0.0,0.8453631795340338,0.2635574837310195,0.21908893709327548
Census Tract 2101; Cook County; Illinois,115018,70063,328,4181,465200,1817,74,2951,4206,2118,153,12,261,0,1124,538,1716,3181,554,37,76,152,144,1089,667,89,47,17,031,210100,17031210100,0.07845013154747668,0.02507624534056252,0.5035663338088445,0.03637660485021398,0.062054208273894434,0.4079885877318117,0.5947815152467777,0.10248349575605153
Census Tract 2104; Cook County; Illinois,71183,32271,898,2989,361000,1492,144,1689,3095,666,152,68,89,0,1259,861,2172,2046,526,98,120,222,146,292,161,38,13,17,031,210400,17031210400,0.3004349280695885,0.0852575488454707,0.21518578352180937,0.04911147011308562,0.028756058158319872,0.7017770597738288,0.24633431085043989,0.21016617790811343
Census Tract 2105.01; Cook County; Illinois,76379,45425,831,2899,391600,1635,112,2080,2899,1135,112,129,168,0,909,446,1372,2212,283,78,148,303,231,574,283,47,11,17,031,210501,17031210501,0.28665056916177994,0.05384615384615385,0.3915143152811314,0.03863401172818213,0.057951017592273196,0.47326664367023114,0.41365280289330925,0.11482820976491859
Census Tract 2105.02; Cook County; Illinois,78881,37355,719,4300,479400,1506,129,2560,4300,1204,68,102,110,0,1084,1732,2535,3153,842,59,155,177,181,724,342,71,16,17,031,210502,17031210502,0.1672093023255814,0.050390625,0.28,0.01581395348837209,0.02558139534883721,0.5895348837209302,0.3656834760545512,0.18585474151601644
Census Tract 2106.01; Cook County; Illinois,84271,56560,238,2426,489400,1594,201,1675,2429,851,43,0,424,0,657,454,1025,1982,204,43,67,121,83,681,296,24,39,17,031,210601,17031210601,0.09810387469084914,0.12,0.35034993824619187,0.0177027583367641,0.1745574310415809,0.42198435570193493,0.5247225025227044,0.21392532795156405
Census Tract 2106.02; Cook County; Illinois,87571,44980,484,3942,441100,1660,185,2557,3942,1582,239,45,124,0,1004,948,2227,2813,497,46,90,175,103,788,450,13,0,17,031,210602,17031210602,0.12278031456113647,0.07235041063746578,0.4013191273465246,0.060629122272957886,0.03145611364789447,0.5649416539827499,0.44472093849982225,0.23142552435122643
Census Tract 2107; Cook County; Illinois,89196,52411,166,3769,492600,1806,52,2408,3769,1925,45,0,72,0,434,1293,1785,2659,478,59,77,248,160,960,415,73,7,17,031,210700,17031210700,0.044043512868134786,0.02159468438538206,0.5107455558503582,0.011939506500397984,0.019103210400636773,0.47360042451578666,0.547198194810079,0.06844678450545316
Census Tract 2108; Cook County; Illinois,104701,52303,50,1072,547100,1785,84,808,1073,605,23,55,43,0,167,180,313,861,103,24,40,66,157,258,85,39,5,17,031,210800,17031210800,0.04664179104477612,0.10396039603960396,0.5638397017707363,0.021435228331780055,0.04007455731593663,0.2917054986020503,0.44947735191637633,0.09756097560975607
Census Tract 2109; Cook County; Illinois,101288,69613,341,3060,576800,1779,301,2172,3060,1827,207,46,57,0,393,530,1054,2444,327,53,113,175,184,871,311,126,42,17,031,210900,17031210900,0.11143790849673203,0.13858195211786373,0.5970588235294118,0.06764705882352941,0.018627450980392157,0.34444444444444444,0.5523731587561375,0.09901800327332244
Census Tract 2203; Cook County; Illinois,101875,70548,167,2113,478100,2103,99,1521,2142,1481,93,0,118,25,144,281,409,1730,127,36,25,83,16,846,395,97,51,17,031,220300,17031220300,0.07903454803596782,0.0650887573964497,0.6914098972922502,0.04341736694677871,0.055088702147525676,0.19094304388422034,0.8028901734104046,0.031213872832369982
Census Tract 2204; Cook County; Illinois,126273,84170,306,2503,766100,2073,67,1640,2530,1625,85,12,167,0,286,355,683,2005,315,24,0,86,99,786,401,118,43,17,031,220400,17031220400,0.1222532960447463,0.04085365853658537,0.642292490118577,0.03359683794466403,0.06600790513833991,0.2699604743083004,0.6723192019950125,0.0663341645885287
Census Tract 2205; Cook County; Illinois,102552,68680,283,2887,481000,2245,118,2081,2897,1762,101,19,212,2,271,530,840,2256,170,35,57,221,98,917,426,205,36,17,031,220500,17031220500,0.09802563214409421,0.05670350792888035,0.6082153952364515,0.03486365205384881,0.07317915084570245,0.2899551259924059,0.7021276595744681,0.040336879432624095
Census Tract 2206.01; Cook County; Illinois,134000,82613,25,1680,648300,1781,23,1193,1680,956,96,0,72,0,75,481,511,1318,65,13,62,126,49,612,251,59,10,17,031,220601,17031220601,0.01488095238095238,0.019279128248113998,0.569047619047619,0.05714285714285714,0.04285714285714286,0.30416666666666664,0.7071320182094082,0.05386949924127471
Census Tract 2206.02; Cook County; Illinois,77650,66211,598,4353,623000,1638,184,3020,4358,2542,331,18,150,0,386,931,1345,3383,275,33,96,280,394,1424,454,106,79,17,031,220602,17031220602,0.13737652193889272,0.060927152317880796,0.5832950894905921,0.07595227168425883,0.03441945846718678,0.3086278109224415,0.6098137747561336,0.07153414129470881
Census Tract 2207.01; Cook County; Illinois,77904,50334,291,2851,496700,1681,126,1977,2851,1411,10,14,40,0,220,1156,1496,2139,287,141,87,252,189,507,287,44,81,17,031,220701,17031220701,0.10206944931602946,0.0637329286798179,0.4949140652402666,0.00350754121360926,0.01403016485443704,0.5247281655559453,0.42964001870032725,0.12342215988779803
Census Tract 2207.02; Cook County; Illinois,84167,44852,238,3870,523800,1516,83,2463,3903,1616,243,14,131,0,752,1147,1901,2873,638,118,21,285,152,1109,240,70,11,17,031,220702,17031220702,0.06149870801033592,0.033698741372310194,0.4140404816807584,0.0622598001537279,0.033563925185754545,0.4870612349474763,0.497737556561086,0.07970762269404807
Census Tract 2209.01; Cook County; Illinois,96458,37963,328,2987,522800,1670,168,1919,2994,766,523,0,119,0,865,721,1802,2147,432,32,85,263,199,670,156,7,9,17,031,220901,17031220901,0.10980917308336123,0.08754559666492966,0.2558450233800935,0.17468269873079492,0.03974615898463594,0.6018704074816299,0.392175128085701,0.13693525850023291
Census Tract 2209.02; Cook County; Illinois,82104,38804,501,3020,493800,1431,66,1795,3020,1032,139,35,50,0,990,774,1908,2044,492,91,46,276,70,463,239,56,39,17,031,220902,17031220902,0.16589403973509934,0.03676880222841226,0.34172185430463575,0.04602649006622517,0.016556291390728478,0.6317880794701987,0.38992172211350296,0.13307240704500978
Census Tract 2210; Cook County; Illinois,91914,41180,354,2504,450700,1804,101,1720,2504,1183,99,73,140,0,367,642,1317,1958,488,139,16,184,100,573,158,13,7,17,031,221000,17031221000,0.1413738019169329,0.05872093023255814,0.472444089456869,0.03953674121405751,0.05591054313099041,0.5259584664536742,0.3835546475995914,0.143003064351379
Census Tract 2211; Cook County; Illinois,104342,69198,566,3944,382100,1539,104,2871,4186,2421,273,0,176,0,534,782,1256,3543,674,17,181,222,67,1188,707,88,137,17,031,221100,17031221100,0.14350912778904665,0.03622431208638105,0.5783564261825132,0.06521739130434782,0.042044911610129,0.3000477783086479,0.5983629692351115,0.07394863110358452
Census Tract 2212; Cook County; Illinois,127795,69072,652,3096,633300,1846,73,1813,3096,1316,647,122,100,0,198,713,892,2183,58,17,71,286,194,636,561,124,64,17,031,221200,17031221200,0.21059431524547803,0.04026475455046884,0.42506459948320413,0.20897932816537468,0.03229974160206718,0.28811369509043927,0.6344480073293632,0.07879065506184146
Census Tract 2213; Cook County; Illinois,89158,70878,370,2743,746900,1692,86,1971,2769,1519,198,19,180,0,243,610,891,2165,109,21,63,247,108,890,355,62,101,17,031,221300,17031221300,0.13488880787458987,0.04363267376966007,0.548573492235464,0.07150595882990249,0.06500541711809317,0.3217768147345612,0.6503464203233257,0.09653579676674362
Census Tract 2214; Cook County; Illinois,100565,83541,266,2995,673900,2054,54,2256,2995,1629,126,29,328,0,395,488,678,2395,135,177,85,206,57,968,306,230,90,17,031,221400,17031221400,0.08881469115191987,0.023936170212765957,0.5439065108514191,0.042070116861435726,0.10951585976627713,0.22637729549248747,0.665553235908142,0.05887265135699371
Census Tract 2215; Cook County; Illinois,92193,68208,304,3237,681000,1231,29,1916,3237,1970,291,0,51,0,282,643,1048,2408,391,41,66,194,110,872,292,141,35,17,031,221500,17031221500,0.09391411801050355,0.015135699373695199,0.6085881989496448,0.08989805375347544,0.015755329008341055,0.32375656472042014,0.5564784053156147,0.11046511627906974
Census Tract 2216; Cook County; Illinois,145625,96650,204,3394,869000,1943,62,2262,3406,2509,59,13,219,0,142,464,849,2506,133,8,29,149,107,1140,486,260,98,17,031,221600,17031221600,0.060106069534472596,0.027409372236958444,0.7366412213740458,0.017322372284204347,0.0642982971227246,0.24926600117439812,0.7916999201915403,0.03830806065442938
Census Tract 2222; Cook County; Illinois,176711,111662,82,2148,894700,2451,29,1479,2151,1819,16,11,78,0,13,214,170,1601,91,0,0,47,64,612,564,156,49,17,031,222200,17031222200,0.038175046554934824,0.0196078431372549,0.8456531845653185,0.007438400743840074,0.03626220362622036,0.07903300790330078,0.8625858838226109,0.01124297314178635
Census Tract 2225; Cook County; Illinois,159468,80069,109,1236,610600,1967,27,887,1241,978,52,0,86,20,32,73,138,944,96,5,6,42,4,429,183,88,89,17,031,222500,17031222500,0.08818770226537216,0.030439684329199548,0.7880741337630943,0.041901692183722805,0.0692989524576954,0.11120064464141821,0.8358050847457628,0.0021186440677966045
Census Tract 2226; Cook County; Illinois,97632,61419,102,1465,485700,1678,84,1078,1465,715,42,3,100,0,277,328,596,1192,137,19,65,59,41,470,188,40,56,17,031,222600,17031222600,0.0696245733788396,0.07792207792207792,0.4880546075085324,0.028668941979522185,0.06825938566552901,0.4068259385665529,0.6325503355704698,0.09815436241610742
Census Tract 2227; Cook County; Illinois,88158,47525,427,2034,414800,1660,42,1202,2035,859,213,22,77,16,210,638,976,1365,232,30,21,116,95,438,195,72,17,17,031,222700,17031222700,0.20993117010816126,0.03494176372712146,0.4221130221130221,0.10466830466830467,0.03783783783783784,0.4796068796068796,0.528937728937729,0.1091575091575091
Census Tract 2228; Cook County; Illinois,73403,44290,207,933,599100,1474,40,611,945,279,114,0,4,0,136,412,598,694,162,40,110,67,24,147,66,0,0,17,031,222800,17031222800,0.22186495176848875,0.06546644844517185,0.29523809523809524,0.12063492063492064,0.004232804232804233,0.6328042328042328,0.3069164265129683,0.11239193083573484
Census Tract 2229; Cook County; Illinois,92386,49496,100,1171,440000,1648,39,748,1171,365,46,0,0,0,271,489,759,769,134,30,77,28,97,241,76,0,7,17,031,222900,17031222900,0.08539709649871904,0.05213903743315508,0.3116994022203245,0.03928266438941076,0.0,0.6481639624252775,0.4213263979193758,0.10273081924577376
Census Tract 2301; Cook County; Illinois,84453,68352,431,1516,684700,1464,48,897,1516,574,229,0,86,0,336,291,502,1128,175,24,2,24,11,492,125,122,8,17,031,230100,17031230100,0.2843007915567282,0.05351170568561873,0.3786279683377309,0.15105540897097625,0.05672823218997362,0.3311345646437995,0.6622340425531915,0.1285460992907801
Census Tract 2302; Cook County; Illinois,96471,50297,291,1936,486100,1427,29,1195,1936,720,163,0,77,0,336,640,1087,1395,311,37,26,156,85,376,191,21,17,17,031,230200,17031230200,0.1503099173553719,0.024267782426778243,0.371900826446281,0.08419421487603305,0.03977272727272727,0.5614669421487604,0.4336917562724014,0.1254480286738351
Census Tract 2303; Cook County; Illinois,68229,25427,244,967,512800,1467,7,487,967,119,154,84,0,0,249,361,750,505,176,0,20,29,25,59,69,18,0,17,031,230300,17031230300,0.25232678386763185,0.014373716632443531,0.12306101344364012,0.1592554291623578,0.0,0.7755946225439504,0.2891089108910891,0.2158415841584158
Census Tract 2304; Cook County; Illinois,104050,38436,401,2122,419600,1481,14,1119,2122,680,321,136,7,0,608,370,1352,1478,262,61,69,80,18,416,232,47,0,17,031,230400,17031230400,0.18897266729500473,0.012511170688114389,0.32045240339302544,0.15127238454288408,0.003298774740810556,0.6371347785108389,0.4702300405953992,0.19824086603518265
Census Tract 2305; Cook County; Illinois,48371,22442,947,3673,376100,988,61,1606,3673,568,847,81,249,0,1198,730,2479,2319,544,85,109,400,137,202,198,34,0,17,031,230500,17031230500,0.2578273890552682,0.03798256537982565,0.1546419820310373,0.23060168799346584,0.06779199564388783,0.67492512932208,0.18714963346269944,0.2630444156964209
Census Tract 2306; Cook County; Illinois,59351,18308,1676,8461,283900,1333,597,3896,8582,1907,2290,371,0,0,2586,1428,5207,4713,1189,213,176,333,120,419,525,24,16,17,031,230600,17031230600,0.1980853327029902,0.15323408624229978,0.22220927522721975,0.26683756700069916,0.0,0.6067350268002797,0.20878421387651178,0.36028007638446846
Census Tract 2307; Cook County; Illinois,36820,23766,2230,5284,358900,1504,323,2538,5345,419,929,155,553,0,1334,1955,3539,3046,1030,72,101,415,120,394,65,0,35,17,031,230700,17031230700,0.42202876608629825,0.1272655634357762,0.07839101964452759,0.17380729653882132,0.10346117867165576,0.6621141253507952,0.16217990807616547,0.26723571897570586
Census Tract 2308; Cook County; Illinois,65648,30614,146,991,335700,1446,41,506,993,427,21,66,0,0,259,220,739,810,211,15,33,72,51,161,41,7,0,17,031,230800,17031230800,0.14732593340060546,0.08102766798418973,0.4300100704934542,0.021148036253776436,0.0,0.7442094662638469,0.2580246913580247,0.27037037037037037
Census Tract 2309; Cook County; Illinois,71224,38851,1184,4770,455300,1616,349,2886,4792,1814,190,0,154,0,1727,907,2979,3739,727,123,190,415,315,887,393,49,92,17,031,230900,17031230900,0.2482180293501048,0.12092862092862093,0.37854757929883137,0.03964941569282137,0.03213689482470785,0.621661101836394,0.3800481412142284,0.14656325220647237
